site,net,year,lat,long,distshore,trawl,area,chlorophyll,tempavg,tempstdev,sal,bod,nh3,po4,depth,nflounder
Suir Estuary,BS,2010,52.33677238,-7.35696087,39.494373,200,1.090200188,27.1,13.47142857,3.903937707,6.607,1.573,0.043,31.276,7.75,25
Suir Estuary,BS,2010,52.34532578,-7.39838029,28.818644,200,1.090200188,27.1,13.47142857,3.903937707,6.607,1.573,0.043,31.276,7.75,1
Suir Estuary,Fyke,2010,52.33222763,-7.33158088,56.543977,200,1.090200188,27.1,13.47142857,3.903937707,6.607,1.573,0.043,31.276,7.75,280
Tolka Estuary,Fyke,2010,53.35524386,-6.21050385,27.849208,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,Fyke,2010,53.35867231,-6.17766229,51.914707,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,Fyke,2010,53.3585423,-6.17764377,40.065865,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,1
Tolka Estuary,BT,2010,53.35062442,-6.18860202,49.365909,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,1
Tolka Estuary,BT,2010,53.35339313,-6.19631966,13.0484,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,BT,2010,53.35382606,-6.20445354,31.501423,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,1
Tolka Estuary,BT,2010,53.35445713,-6.18098304,472.440776,0,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,Fyke,2010,53.35789472,-6.2164213,136.861102,175,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,1
Tolka Estuary,Fyke,2010,53.35801416,-6.19977878,153.288346,212,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,BS,2010,53.36274751,-6.17370076,124.608415,197,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,2
Tolka Estuary,BS,2010,53.35795951,-6.17821734,100.10231,235,3.578223017,7.6,12.02316667,3.875216994,24.332,1.239,0.129,61.021,4.27,1
Castlemaine Harbour,BT,2011,52.10001471,-9.76793577,0,0,6.355514836,237,16.2903125,4.582103844,20.63,1.629,0.09,11.144,1.4,0
Castlemaine Harbour,BT,2011,52.11366314,-9.78156701,3.258366,0,6.355514836,4.6,15.9495,5.093900389,20.63,1.629,0.09,11.144,1.4,3
Castlemaine Harbour,BT,2011,52.10588498,-9.78310341,19.72871,0,6.355514836,237,13.34638889,4.720416299,20.63,1.629,0.09,11.144,1.4,3
Castlemaine Harbour,BS,2011,52.107024,-9.78199432,0,0,6.355514836,15,15.49090909,4.763972932,20.63,1.629,0.09,11.144,1.4,2
Castlemaine Harbour,BS,2011,52.10205914,-9.77566112,19.263654,100,6.355514836,4.6,13.92017857,3.911578255,20.63,1.629,0.09,11.144,1.4,2
Castlemaine Harbour,BT,2011,52.11539995,-9.77807444,37.293707,100,6.355514836,27.1,13.99836364,3.677775143,20.63,1.629,0.09,11.144,1.4,0
Castlemaine Harbour,BT,2011,52.11599733,-9.77547202,24.794016,100,6.355514836,21.1,12.98967391,5.093900389,20.63,1.629,0.09,11.144,1.4,0
Castlemaine Harbour,BT,2011,52.16104905,-9.7276308,7.567477,0,6.355514836,7.4,13.2025,5.093900389,20.63,1.629,0.09,11.144,1.4,6
Castlemaine Harbour,BT,2011,52.16582246,-9.71564074,7.088173,0,6.355514836,20.1,12.54430556,5.410074241,20.63,1.629,0.09,11.144,1.4,4
Castlemaine Harbour,Fyke,2011,52.16611239,-9.68817006,11.818122,100,6.355514836,13.6,15.9495,4.525376227,20.63,1.629,0.09,11.144,1.4,256
Castlemaine Harbour,Fyke,2011,52.16623661,-9.69911381,0,100,6.355514836,15.6,15.30958333,4.710727335,20.63,1.629,0.09,11.144,1.4,38
Castlemaine Harbour,Fyke,2011,52.16085627,-9.73146577,14.918552,100,6.355514836,62.6,16.24507042,5.093900389,20.63,1.629,0.09,11.144,1.4,72
Castlemaine Harbour,Fyke,2011,52.16614265,-9.71364099,15.528222,100,6.355514836,5.1,12.66,3.911578255,20.63,1.629,0.09,11.144,1.4,73
Castlemaine Harbour,BS,2011,52.16666702,-9.6855705,6.662896,0,6.355514836,190,13.58780488,0.5732655,20.63,1.629,0.09,11.144,1.4,9
Castlemaine Harbour,BS,2011,52.16521804,-9.69653604,13.435171,0,6.355514836,189,12.885,2.176412384,20.63,1.629,0.09,11.144,1.4,59
Castlemaine Harbour,BS,2011,52.16374073,-9.72013906,0,0,6.355514836,4.6,13.2025,3.822816901,20.63,1.629,0.09,11.144,1.4,25
Castlemaine Harbour,BS,2011,52.16515836,-9.70985086,2.76722,0,6.355514836,19,15.9495,4.720416299,20.63,1.629,0.09,11.144,1.4,33
Castlemaine Harbour,BS,2011,52.1258671,-9.78557792,2.500265,0,6.355514836,7,14.06181818,3.219523774,20.63,1.629,0.09,11.144,1.4,5
Castlemaine Harbour,BS,2011,52.12654671,-9.78759703,8.591295,0,6.355514836,5.1,13.58780488,4.525376227,20.63,1.629,0.09,11.144,1.4,0
Cromane,BS,2011,52.13875202,-9.89749853,0,0,50.87407282,15,13.79444444,4.778928899,20.63,1.629,0.09,11.144,1.4,0
Cromane,BS,2011,52.13851665,-9.89922537,0,0,50.87407282,13.6,16.2903125,0.957133165,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.13043138,-9.89875029,0,0,50.87407282,18,14.48076923,4.468402959,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.14823865,-9.92136064,21.172704,0,50.87407282,8.3,15.55375,3.677775143,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.15226054,-9.90487327,26.500517,0,50.87407282,27.1,14.63571429,3.439050974,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.15323343,-9.88662595,173.002344,0,50.87407282,13,15.9495,5.410074241,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.12993559,-9.90169292,162.289258,100,50.87407282,4.6,16.2903125,4.525376227,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.13088049,-9.90303738,260.45314,100,50.87407282,18,14.22941176,4.710727335,20.63,1.629,0.09,11.144,1.4,0
Cromane,Fyke,2011,52.13108467,-9.91004264,680.656467,100,50.87407282,15,13.55,4.394561325,20.63,1.629,0.09,11.144,1.4,0
Cromane,Fyke,2011,52.12841713,-9.91579958,1124.851634,100,50.87407282,22.7,14.42222222,3.432283265,20.63,1.629,0.09,11.144,1.4,0
Cromane,Fyke,2011,52.12806073,-9.9211609,1435.563755,100,50.87407282,2,16.2903125,5.093900389,20.63,1.629,0.09,11.144,1.4,0
Cromane,Fyke,2011,52.13377392,-9.91585935,1000.093774,100,50.87407282,237,13.74052632,4.710727335,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.15560936,-9.88633091,0,0,50.87407282,15,15.9495,4.653465978,20.63,1.629,0.09,11.144,1.4,0
Cromane,BT,2011,52.15320451,-9.90184346,15.033901,0,50.87407282,2,15.30958333,4.228859699,20.63,1.629,0.09,11.144,1.4,4
Cromane,BT,2011,52.14836363,-9.93024956,0,0,50.87407282,13,13.4332,2.274894293,20.63,1.629,0.09,11.144,1.4,3
Cromane,BT,2011,52.10805933,-9.90930076,176.503299,0,50.87407282,3.6,8.235,0.5732655,20.63,1.629,0.09,11.144,1.4,0
Boyne,BT,2012,53.71629585,-6.36091609,31.933107,201,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,1
Boyne,BT,2012,53.71620021,-6.37314294,28.993505,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,54
Boyne,Fyke,2012,53.718626,-6.4017,0,206,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,24
Boyne,Fyke,2012,53.72032176,-6.40593873,10.253787,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,8
Boyne,Fyke,2012,53.72535194,-6.423110556,0,327,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,5
Boyne,Fyke,2012,53.72335123,-6.4277409,11.903952,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,Fyke,2012,53.71633734,-6.33513009,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,4
Boyne,Fyke,2012,53.71300511,-6.3530988,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,13
Boyne,BT,2012,53.71580374,-6.36021939,30.662206,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,6
Boyne,BT,2012,53.71749622,-6.38666991,16.086684,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,5
Boyne,BT,2012,53.72014733,-6.40518495,2.052489,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,9
Boyne,BT,2012,53.72576807,-6.41803483,3.877457,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,3
Boyne,BT,2012,53.7224573,-6.2460997,106.031887,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,1
Boyne,BT,2012,53.72535023,-6.25196946,25.608186,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BT,2012,53.73119233,-6.26096651,66.762406,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BT,2012,53.73149194,-6.270344444,121.536148,194,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,1
Boyne,BT,2012,53.72495278,-6.284870556,51.153551,609,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BT,2012,53.71901361,-6.324257778,51.432052,203,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72246694,-6.24736855,86.665994,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72290481,-6.24686924,43.164789,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,1
Boyne,BS,2012,53.72834609,-6.25584475,108.270504,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.73085362,-6.25914747,24.398632,200,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72452813,-6.42755792,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.71697302,-6.36288551,18.118507,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.71628487,-6.38044434,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,1
Boyne,BS,2012,53.71747107,-6.38957315,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,6
Boyne,Fyke,2012,53.71880614,-6.40321143,14.581723,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,Fyke,2012,53.72452813,-6.42755792,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,Fyke,2012,53.72309818,-6.40918379,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,9
Boyne,BS,2012,53.71777148,-6.36888594,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72584837,-6.25296154,47.832909,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,3
Boyne,BS,2012,53.73213521,-6.26436981,23.33568,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,7
Boyne,BS,2012,53.72281026,-6.28991215,56.613039,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,1
Boyne,BS,2012,53.72393645,-6.24889397,0.139673,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,2
Boyne,BS,2012,53.72348844,-6.25064487,64.190406,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72684925,-6.25525299,27.841939,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.73006077,-6.27402644,357.452193,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72580428,-6.28303765,52.58256,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.71970158,-6.30502447,0,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.72047766,-6.29668222,27.991539,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Boyne,BS,2012,53.73104146,-6.26206529,50.994158,0,3.163603124,4.6,7.305238095,0.267387716,19.267,1.204,0.064,31.862,5,0
Erne Estuary,BS,2012,54.50194353,-8.24197752,195.403091,0,2.574282321,190,13.99836364,0.957133165,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BS,2012,54.50448602,-8.23081275,293.52865,0,2.574282321,170,16.24507042,2.406793955,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BS,2012,54.50704786,-8.22878608,3.369521,0,2.574282321,7.4,15.9495,4.758572369,12.228,0.918,0.027,18.522,4,1
Erne Estuary,BS,2012,54.50646583,-8.218718333,2.312663,0,2.574282321,52,14.8547541,4.488850218,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BS,2012,54.5064975,-8.20595546,0,0,2.574282321,21,15.9495,2.825561739,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BS,2012,54.51050858,-8.2507175,23.894224,0,2.574282321,6,13.4332,5.093900389,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BS,2012,54.50534323,-8.25081163,283.477577,0,2.574282321,19,13.24387755,4.228859699,12.228,0.918,0.027,18.522,4,4
Erne Estuary,Fyke,2012,54.50434889,-8.22138822,155.322756,0,2.574282321,21,15.9495,4.413718078,12.228,0.918,0.027,18.522,4,0
Erne Estuary,Fyke,2012,54.5010429,-8.20844874,44.800125,0,2.574282321,50.6,12.875,2.176412384,12.228,0.918,0.027,18.522,4,0
Erne Estuary,Fyke,2012,54.50311918,-8.20289799,0,0,2.574282321,55.1,13.61233333,3.681526194,12.228,0.918,0.027,18.522,4,0
Erne Estuary,Fyke,2012,54.50033731,-8.20512255,7.595177,0,2.574282321,5.1,12.66530612,4.653465978,12.228,0.918,0.027,18.522,4,0
Erne Estuary,Fyke,2012,54.50195435,-8.20107635,17.501577,0,2.574282321,170,15.135,4.303513423,12.228,0.918,0.027,18.522,4,6
Erne Estuary,Fyke,2012,54.50628108,-8.20801221,109.511226,0,2.574282321,90.7,14.42222222,4.930470176,12.228,0.918,0.027,18.522,4,2
Erne Estuary,BT,2012,54.50464033,-8.22869682,269.541346,0,2.574282321,37,14.94074074,3.432283265,12.228,0.918,0.027,18.522,4,12
Erne Estuary,BT,2012,54.50430145,-8.24894213,449.516188,0,2.574282321,21,13.55,2.176412384,12.228,0.918,0.027,18.522,4,3
Erne Estuary,BT,2012,54.50049313,-8.18522508,11.196927,0,2.574282321,15,15.30958333,4.930470176,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BT,2012,54.50107751,-8.19787983,16.240196,0,2.574282321,4.6,12.9275,3.23820126,12.228,0.918,0.027,18.522,4,9
Erne Estuary,BT,2012,54.50122453,-8.24950037,183.144581,200,2.574282321,7.4,12.66,4.115201154,12.228,0.918,0.027,18.522,4,5
Erne Estuary,BT,2012,54.50269841,-8.24127118,340.245721,200,2.574282321,22.7,14.3375,4.582103844,12.228,0.918,0.027,18.522,4,4
Erne Estuary,BS,2012,54.50567415,-8.22924323,155.199672,200,2.574282321,7.4,14.71666667,4.228859699,12.228,0.918,0.027,18.522,4,6
Erne Estuary,BS,2012,54.50512849,-8.22307658,166.098958,200,2.574282321,27.1,15.9495,5.410074241,12.228,0.918,0.027,18.522,4,16
Erne Estuary,BS,2012,54.5036837,-8.21422261,196.982682,200,2.574282321,170,15.9495,4.019347964,12.228,0.918,0.027,18.522,4,0
Erne Estuary,BS,2012,54.50951331,-8.25213253,38.951968,200,2.574282321,3.6,14.63571429,4.468402959,12.228,0.918,0.027,18.522,4,0
Gweebarra Estuary,BS,2012,54.84680269,-8.30602298,4.427634,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.83904373,-8.32777628,5.198008,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,1
Gweebarra Estuary,BS,2012,54.84090845,-8.36236454,23.916174,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.84665047,-8.39051843,357.950975,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,1
Gweebarra Estuary,BT,2012,54.84444667,-8.348197222,45.696258,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.84279329,-8.33978453,18.018173,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.84335471,-8.32674681,1.21469,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.84654193,-8.31108791,29.613101,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.85239862,-8.29825027,22.281813,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,3
Gweebarra Estuary,BT,2012,54.83944396,-8.33453276,65.027904,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,1
Gweebarra Estuary,BT,2012,54.84023781,-8.35073121,475.80647,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.85098216,-8.36530072,357.77737,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.84857932,-8.39147128,493.926555,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.84953871,-8.37712272,313.670248,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BT,2012,54.89383975,-8.22267216,0,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,8
Gweebarra Estuary,BS,2012,54.87702825,-8.25230227,59.229776,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,7
Gweebarra Estuary,BS,2012,54.85908411,-8.27453032,46.798755,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,18
Gweebarra Estuary,BS,2012,54.89845541,-8.21292057,0,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,3
Gweebarra Estuary,BS,2012,54.87174371,-8.25998873,72.149979,200,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,21
Gweebarra Estuary,BS,2012,54.89331538,-8.22311011,0,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.87527057,-8.25259597,21.388604,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.8493642,-8.38217701,229.063171,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.84971406,-8.35762214,252.755615,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.84860832,-8.30235288,34.301074,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.85109691,-8.29751593,51.559958,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,1
Gweebarra Estuary,BS,2012,54.85777711,-8.28251459,109.641433,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,2
Gweebarra Estuary,BS,2012,54.86300105,-8.26888762,27.898428,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,4
Gweebarra Estuary,Fyke,2012,54.8709051,-8.26225452,50.249016,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,3
Gweebarra Estuary,Fyke,2012,54.88212596,-8.24257264,9.529889,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,2
Gweebarra Estuary,Fyke,2012,54.88880256,-8.23288945,12.912101,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,Fyke,2012,54.90113603,-8.20960703,13.271887,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,5
Gweebarra Estuary,Fyke,2012,54.90240807,-8.20763418,0,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,Fyke,2012,54.85881614,-8.27394091,7.572951,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,1
Gweebarra Estuary,Fyke,2012,54.84389333,-8.32038277,53.868541,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,3
Gweebarra Estuary,Fyke,2012,54.83553004,-8.34135965,89.492103,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,Fyke,2012,54.85171574,-8.36574521,368.519914,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,Fyke,2012,54.84727199,-8.38782809,473.565254,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.84776711,-8.30528646,31.796474,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,6
Gweebarra Estuary,BS,2012,54.87174849,-8.26000021,97.229512,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.88747445,-8.23373929,12.626422,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
Gweebarra Estuary,BS,2012,54.89804755,-8.21377703,6.656589,0,8.256543356,7,8.235,0.5732655,18.687,1.239,0.021,12.312,2.5,0
"Barrow Nore Suir Estuary, Upper",BS,2013,52.48744891,-6.92925707,13.956866,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,1
"Barrow Nore Suir Estuary, Upper",BS,2013,52.42359725,-6.92628753,0,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,22
"Barrow Nore Suir Estuary, Upper",BS,2013,52.481113,-6.927394,23.739203,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,29
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.4306523,-6.91498169,5.675856,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,0
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.44868655,-6.9239458,3.970966,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,8
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.46504098,-6.9240551,4.806286,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,46
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.46957618,-6.93161339,8.391504,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,7
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.48251432,-6.92687276,27.634547,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,18
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.46479397,-6.9210548,17.71801,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,23
"Barrow Nore Suir Estuary, Upper",BT,2013,52.42750967,-6.91687935,22.571058,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,21
"Barrow Nore Suir Estuary, Upper",BT,2013,52.42344545,-6.9561142,17.704575,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,3
"Barrow Nore Suir Estuary, Upper",BT,2013,52.440084,-6.926583,29.379462,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,12
"Barrow Nore Suir Estuary, Upper",BT,2013,52.44637,-6.925435,24.935131,0,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,12
"Barrow Nore Suir Estuary, Upper",BT,2013,52.42361871,-6.95616139,25.400275,100,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,0
"Barrow Nore Suir Estuary, Upper",BT,2013,52.426609,-6.917825,23.684461,100,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,3
"Barrow Nore Suir Estuary, Upper",BS,2013,52.43777197,-6.92435232,29.382778,100,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,24
"Barrow Nore Suir Estuary, Upper",BS,2013,52.46457562,-6.9209139,23.256087,100,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,31
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.47272132,-6.91967212,28.669876,100,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,14
"Barrow Nore Suir Estuary, Upper",Fyke,2013,52.48376951,-6.92531574,29.060735,100,1.147201315,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,27
"Barrow Nore Suir Estuary, Upper",BT,2013,52.40589509,-6.93929985,0,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,14
"Barrow Nore Suir Estuary, Upper",BT,2013,52.41489633,-6.9546555,10.991289,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,115
"Barrow Nore Suir Estuary, Upper",BT,2013,52.41674965,-6.95891032,30.814266,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,6
"Barrow Nore Suir Estuary, Upper",BT,2013,52.41142287,-6.94162097,25.33303,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,5
"Barrow Nore Suir Estuary, Upper",BS,2013,52.415327,-6.954997,62.223963,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,1
"Barrow Nore Suir Estuary, Upper",BS,2013,52.409646,-6.940535,48.36698,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,1
