site,net,year,lat,long,distshore,trawl,area,chlorophyll,tempavg,tempstdev,sal,bod,nh3,po4,depth,nflounder
"Shannon Estuary, Lower",BT,2017,52.62092,-9.125938,614.970256,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,1
"Shannon Estuary, Lower",BT,2017,52.644628,-8.999286,586.262712,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,2
"Shannon Estuary, Lower",BT,2017,52.653548,-8.987651,0,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.651256,-8.990852,671.386949,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.643109,-9.048957,1972.805631,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.651726,-9.006205,1342.509634,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.663374,-9.054292,1901.291874,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.656819,-9.083808,1314.651286,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.649013,-9.103869,580.700045,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.628094,-9.120741,1398.630691,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.616137,-9.343573,210.205068,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.604781,-9.335277,208.356229,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.582628,-9.41836,286.582851,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.60528,-9.39722,41.772886,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BT,2017,52.613554,-9.374352,71.175488,0,123.0789377,13,13.79096774,3.681526194,7.84,1.149,0.041,39.716,6.17,0
